striker,bowler,runs,balls
SR Tendulkar,PJ Sangwan,14,15
SR Tendulkar,PP Chawla,11,7
SR Tendulkar,PP Ojha,4,3
SR Tendulkar,Pankaj Singh,9,6
SR Tendulkar,R Ashwin,31,22
SR Tendulkar,R McLaren,21,7
SR Tendulkar,R Rampaul,22,9
SR Tendulkar,R Sharma,16,8
SR Tendulkar,R Vinay Kumar,52,40
SR Tendulkar,RA Jadeja,2,2
SR Tendulkar,RG Sharma,6,3
SR Tendulkar,RJ Harris,16,12
SR Tendulkar,RP Singh,40,33
SR Tendulkar,S Aravind,25,14
SR Tendulkar,S Ladda,10,4
SR Tendulkar,S Nadeem,9,8
SR Tendulkar,S Sreesanth,1,3
SR Tendulkar,S Tyagi,10,7
SR Tendulkar,SB Jakati,12,12
SR Tendulkar,SB Wagh,31,18
SR Tendulkar,SC Ganguly,1,1
SR Tendulkar,SE Bond,1,1
SR Tendulkar,SJ Srivastava,10,11
SR Tendulkar,SK Trivedi,1,2
SR Tendulkar,SP Narine,5,6
SR Tendulkar,SR Watson,7,16
SR Tendulkar,SW Tait,21,15
SR Tendulkar,Shakib Al Hasan,6,7
SR Tendulkar,Shoaib Akhtar,0,3
SR Tendulkar,Sohail Tanvir,7,4
SR Tendulkar,T Thushara,3,6
SR Tendulkar,UT Yadav,4,5
SR Tendulkar,V Pratap Singh,8,9
SR Tendulkar,VRV Singh,12,6
SR Tendulkar,VS Malik,2,4
SR Tendulkar,VY Mahesh,1,1
SR Tendulkar,WD Parnell,2,2
SR Tendulkar,Y Venugopal Rao,1,1
SR Tendulkar,YK Pathan,29,15
SR Tendulkar,Z Khan,2,10
SR Watson,A Nehra,22,22
SR Watson,A Nortje,1,6
SR Watson,A Symonds,8,4
SR Watson,AB Dinda,2,2
SR Watson,AC Thomas,1,3
SR Watson,AD Russell,3,4
SR Watson,AG Murtaza,1,6
SR Watson,AJ Tye,11,3
SR Watson,AR Patel,13,18
SR Watson,Ankit Sharma,5,2
SR Watson,Anureet Singh,7,5
SR Watson,Avesh Khan,19,10
SR Watson,Azhar Mahmood,8,5
SR Watson,B Geeves,13,4
SR Watson,B Kumar,53,72
SR Watson,B Laughlin,2,2
SR Watson,B Lee,10,18
SR Watson,B Stanlake,1,6
SR Watson,BA Bhatt,4,3
SR Watson,BA Stokes,12,8
SR Watson,BB Sran,6,4
SR Watson,BW Hilfenhaus,5,6
SR Watson,Bipul Sharma,1,1
SR Watson,CH Morris,22,14
SR Watson,CJ Anderson,2,3
SR Watson,CJ Jordan,1,1
SR Watson,CK Langeveldt,6,5
SR Watson,CRD Fernando,2,4
SR Watson,CV Varun,0,1
SR Watson,DE Bollinger,9,10
SR Watson,DJ Bravo,1,1
SR Watson,DS Kulkarni,35,37
SR Watson,DW Steyn,12,14
SR Watson,GD McGrath,5,6
SR Watson,GS Sandhu,1,1
SR Watson,HF Gurney,1,4
SR Watson,HH Pandya,8,4
SR Watson,HV Patel,2,6
SR Watson,Harbhajan Singh,16,9
SR Watson,Harmeet Singh,7,2
SR Watson,Harpreet Brar,10,7
SR Watson,I Sharma,32,25
SR Watson,I Udana,5,4
SR Watson,IC Pandey,11,10
SR Watson,IK Pathan,0,1
SR Watson,Iqbal Abdulla,3,9
SR Watson,J Suchith,10,11
SR Watson,J Yadav,1,3
SR Watson,JA Morkel,23,18
SR Watson,JC Archer,7,9
SR Watson,JD Unadkat,30,21
SR Watson,JE Taylor,1,2
SR Watson,JJ Bumrah,15,21
SR Watson,JO Holder,4,7
SR Watson,JP Behrendorff,1,3
SR Watson,JR Hopes,1,3
SR Watson,K Gowtham,13,8
SR Watson,K Rabada,17,18
SR Watson,KA Pollard,5,4
SR Watson,KH Pandya,6,11
SR Watson,KK Ahmed,16,13
SR Watson,KL Nagarkoti,6,4
SR Watson,KV Sharma,4,3
SR Watson,Kartik Tyagi,8,3
SR Watson,L Balaji,4,4
SR Watson,LE Plunkett,13,4
SR Watson,LH Ferguson,0,2
SR Watson,M Kartik,28,16
SR Watson,M Morkel,1,1
SR Watson,M Muralitharan,1,3
SR Watson,M Prasidh Krishna,6,4
SR Watson,MA Starc,23,13
SR Watson,MF Maharoof,2,3
SR Watson,MG Johnson,24,20
SR Watson,MJ McClenaghan,22,19
SR Watson,MM Patel,13,17
SR Watson,MM Sharma,45,35
SR Watson,MS Gony,11,7
SR Watson,Mohammed Shami,14,20
SR Watson,Mustafizur Rahman,5,4
SR Watson,NA Saini,1,5
SR Watson,NLTC Perera,6,6
SR Watson,NM Coulter-Nile,6,6
SR Watson,P Awana,31,15
SR Watson,P Kumar,37,28
SR Watson,P Negi,7,4
SR Watson,PJ Cummins,19,22
SR Watson,PJ Sangwan,1,3
SR Watson,PP Chawla,26,14
SR Watson,PP Ojha,8,8
SR Watson,Pankaj Singh,1,7
SR Watson,R Ashwin,23,19
SR Watson,R Dhawan,7,4
SR Watson,R Rampaul,5,6
SR Watson,R Sharma,7,5
SR Watson,R Tewatia,2,2
SR Watson,R Vinay Kumar,32,18
SR Watson,RA Jadeja,1,3
SR Watson,RD Chahar,0,2
SR Watson,RJ Harris,39,23
SR Watson,RP Singh,11,19
SR Watson,Rashid Khan,2,2
SR Watson,S Aravind,11,8
SR Watson,S Badree,8,7
SR Watson,S Gopal,6,2
SR Watson,S Lamichhane,2,6
SR Watson,S Nadeem,3,8
SR Watson,S Narwal,12,8
SR Watson,S Sreesanth,14,10
SR Watson,SE Bond,10,7
SR Watson,SL Malinga,78,43
SR Watson,SM Curran,9,13
SR Watson,SM Pollock,4,3
SR Watson,SMSM Senanayake,11,11
SR Watson,SP Narine,10,9
SR Watson,SS Cottrell,14,8
SR Watson,STR Binny,10,6
SR Watson,Sandeep Sharma,49,38
SR Watson,Shakib Al Hasan,32,19
SR Watson,Shivam Mavi,20,14
SR Watson,TA Boult,25,30
SR Watson,TG Southee,9,5
SR Watson,TK Curran,27,8
SR Watson,TU Deshpande,8,3
SR Watson,UT Yadav,16,11
SR Watson,Umar Gul,0,1
SR Watson,V Pratap Singh,1,1
SR Watson,WD Parnell,6,3
SR Watson,Washington Sundar,5,6
SR Watson,YS Chahal,10,17
SR Watson,Z Khan,29,36
SS Iyer,A Nehra,5,5
SS Iyer,AB Dinda,12,11
SS Iyer,AD Russell,28,30
SS Iyer,AJ Tye,11,7
SS Iyer,AR Patel,2,2
SS Iyer,Anureet Singh,3,7
SS Iyer,Arshdeep Singh,3,3
SS Iyer,Avesh Khan,1,2
SS Iyer,B Kumar,14,22
SS Iyer,BA Stokes,7,3
SS Iyer,Basil Thampi,9,5
SS Iyer,CH Morris,0,2
SS Iyer,CJ Jordan,3,3
SS Iyer,D Wiese,2,3
SS Iyer,DJ Hooda,2,3
SS Iyer,DL Chahar,41,27
SS Iyer,DR Smith,5,3
SS Iyer,DS Kulkarni,14,13
SS Iyer,DW Steyn,9,8
SS Iyer,GC Viljoen,9,7
SS Iyer,HV Patel,3,4
SS Iyer,Harbhajan Singh,20,16
SS Iyer,Harpreet Brar,9,3
SS Iyer,IC Pandey,5,4
SS Iyer,IS Sodhi,13,5
SS Iyer,J Yadav,5,8
SS Iyer,JC Archer,8,10
SS Iyer,JD Unadkat,1,4
SS Iyer,JDS Neesham,6,2
SS Iyer,JJ Bumrah,6,3
SS Iyer,JL Pattinson,9,3
SS Iyer,K Gowtham,6,3
SS Iyer,KH Pandya,9,8
SS Iyer,KK Ahmed,9,9
SS Iyer,KL Nagarkoti,9,8
SS Iyer,KM Asif,2,3
SS Iyer,Kartik Tyagi,11,14
SS Iyer,Kuldeep Yadav,2,2
SS Iyer,L Ngidi,8,8
SS Iyer,LH Ferguson,5,4
SS Iyer,M Morkel,12,9
SS Iyer,M Prasidh Krishna,6,7
SS Iyer,MA Starc,9,8
SS Iyer,MG Johnson,4,5
SS Iyer,MJ McClenaghan,52,40
SS Iyer,MM Sharma,12,9
SS Iyer,Mohammad Nabi,4,5
SS Iyer,Mohammed Shami,8,10
SS Iyer,Mujeeb Ur Rahman,3,6
SS Iyer,Mustafizur Rahman,1,4
SS Iyer,NA Saini,12,9
SS Iyer,NM Coulter-Nile,5,5
SS Iyer,P Kumar,18,12
SS Iyer,PJ Cummins,5,6
SS Iyer,PJ Sangwan,5,4
SS Iyer,PP Chawla,0,3
SS Iyer,PV Tambe,1,2
SS Iyer,R Ashwin,10,13
SS Iyer,R Vinay Kumar,4,6
SS Iyer,RA Jadeja,1,2
SS Iyer,Rasikh Salam,9,5
SS Iyer,S Aravind,1,5
SS Iyer,S Gopal,14,6
SS Iyer,S Kaul,8,5
SS Iyer,SL Malinga,9,13
SS Iyer,SM Curran,5,2
SS Iyer,SN Thakur,29,14
SS Iyer,SP Narine,1,3
SS Iyer,SR Watson,5,9
SS Iyer,Sandeep Sharma,15,29
SS Iyer,Shakib Al Hasan,1,1
SS Iyer,T Natarajan,11,11
SS Iyer,TA Boult,22,19
SS Iyer,TG Southee,24,26
SS Iyer,UT Yadav,23,18
SS Iyer,VR Aaron,10,5
SS Iyer,YS Chahal,22,20
SS Tiwary,AB Dinda,9,8
SS Tiwary,AB McDonald,1,1
SS Tiwary,AD Mathews,5,4
SS Tiwary,AP Dole,11,6
SS Tiwary,B Kumar,4,4
SS Tiwary,BAW Mendis,2,7
SS Tiwary,C de Grandhomme,10,8
SS Tiwary,CJ Jordan,4,3
SS Tiwary,DS Kulkarni,1,1
SS Tiwary,DW Steyn,1,2
SS Tiwary,JD Unadkat,1,3
SS Tiwary,JH Kallis,2,5
SS Tiwary,JJ Bumrah,10,6
SS Tiwary,KH Pandya,1,1
SS Tiwary,L Balaji,0,1
SS Tiwary,M Morkel,5,3
SS Tiwary,MJ McClenaghan,2,6
SS Tiwary,MM Patel,13,5
SS Tiwary,MS Gony,1,2
SS Tiwary,P Awana,1,3
SS Tiwary,P Kumar,8,12
SS Tiwary,Parvez Rasool,6,4
SS Tiwary,R Vinay Kumar,7,5
SS Tiwary,RJ Harris,4,6
SS Tiwary,RP Singh,1,5
SS Tiwary,SC Ganguly,8,3
SS Tiwary,SE Bond,2,2
SS Tiwary,SJ Srivastava,0,1
SS Tiwary,SL Malinga,4,5
SS Tiwary,SM Curran,3,4
SS Tiwary,SP Narine,1,1
SS Tiwary,SR Watson,11,9
SS Tiwary,Shakib Al Hasan,1,1
SS Tiwary,TA Boult,7,6
SS Tiwary,TG Southee,3,4
SS Tiwary,TL Suman,4,4
SS Tiwary,UT Yadav,10,7
SS Tiwary,VR Aaron,5,4
ST Jayasuriya,A Flintoff,5,3
ST Jayasuriya,A Kumble,8,4
ST Jayasuriya,A Mithun,4,3
ST Jayasuriya,A Uniyal,0,1
ST Jayasuriya,AB Agarkar,4,4
ST Jayasuriya,AB Dinda,12,7
ST Jayasuriya,AD Mascarenhas,13,6
ST Jayasuriya,B Geeves,19,8
ST Jayasuriya,B Lee,6,14
ST Jayasuriya,D du Preez,1,3
ST Jayasuriya,DNT Zoysa,20,10
ST Jayasuriya,DP Nannes,8,9
ST Jayasuriya,DP Vijaykumar,11,7
ST Jayasuriya,DW Steyn,5,15
ST Jayasuriya,FH Edwards,2,6
ST Jayasuriya,GD McGrath,11,12
ST Jayasuriya,I Sharma,48,27
ST Jayasuriya,IK Pathan,20,8
ST Jayasuriya,JA Morkel,57,26
ST Jayasuriya,JDP Oram,17,9
ST Jayasuriya,JH Kallis,49,33
ST Jayasuriya,Kamran Khan,9,5
ST Jayasuriya,MF Maharoof,6,7
ST Jayasuriya,MM Patel,12,9
ST Jayasuriya,MS Gony,37,25
ST Jayasuriya,Mohammad Asif,13,6
ST Jayasuriya,P Kumar,14,14
ST Jayasuriya,Pankaj Singh,3,1
ST Jayasuriya,R Vinay Kumar,7,7
ST Jayasuriya,RJ Harris,5,4
ST Jayasuriya,RP Singh,2,10
ST Jayasuriya,S Sreesanth,11,10
ST Jayasuriya,S Tyagi,15,9
ST Jayasuriya,SB Bangar,3,3
ST Jayasuriya,SC Ganguly,15,6
ST Jayasuriya,SK Trivedi,2,2
ST Jayasuriya,SR Watson,5,7
ST Jayasuriya,SW Tait,2,3
ST Jayasuriya,Shoaib Akhtar,28,8
ST Jayasuriya,Sohail Tanvir,5,13
ST Jayasuriya,T Thushara,15,11
ST Jayasuriya,VY Mahesh,31,10
ST Jayasuriya,Y Venugopal Rao,8,4
ST Jayasuriya,YK Pathan,3,8
ST Jayasuriya,Z Khan,6,6
STR Binny,BA Bhatt,3,3
STR Binny,BW Hilfenhaus,0,2
STR Binny,DS Kulkarni,1,6
STR Binny,JD Unadkat,5,4
STR Binny,KV Sharma,0,1
STR Binny,NM Coulter-Nile,4,5
STR Binny,P Kumar,1,3
STR Binny,UT Yadav,4,1
SV Samson,A Nortje,1,1
SV Samson,AB Dinda,13,9
SV Samson,AD Mathews,1,4
SV Samson,AD Russell,14,6
SV Samson,AR Patel,9,13
SV Samson,Anureet Singh,4,3
SV Samson,Arshdeep Singh,2,2
SV Samson,Avesh Khan,0,2
SV Samson,B Kumar,35,39
SV Samson,B Stanlake,18,13
SV Samson,BA Stokes,7,5
SV Samson,BW Hilfenhaus,13,6
SV Samson,Basil Thampi,25,10
SV Samson,CH Morris,6,4
SV Samson,CJ Anderson,13,9
SV Samson,CJ Jordan,5,2
SV Samson,CR Brathwaite,0,1
SV Samson,CR Woakes,16,8
SV Samson,DL Chahar,41,29
SV Samson,DS Kulkarni,6,7
SV Samson,DW Steyn,14,14
SV Samson,HH Pandya,8,3
SV Samson,HV Patel,2,5
SV Samson,Harbhajan Singh,2,5
SV Samson,I Sharma,1,2
SV Samson,I Udana,4,2
SV Samson,IC Pandey,3,7
SV Samson,Iqbal Abdulla,1,3
SV Samson,JD Unadkat,7,7
SV Samson,JJ Bumrah,11,17
SV Samson,JL Pattinson,1,3
SV Samson,JO Holder,14,15
SV Samson,JP Faulkner,1,1
SV Samson,K Khejroliya,17,5
SV Samson,K Rabada,1,1
SV Samson,K Santokie,0,2
SV Samson,KC Cariappa,1,2
SV Samson,KH Pandya,25,13
SV Samson,KV Sharma,1,2
SV Samson,Kuldeep Yadav,5,7
SV Samson,L Balaji,10,6
SV Samson,L Ngidi,2,3
SV Samson,M Morkel,19,6
SV Samson,M Prasidh Krishna,7,3
SV Samson,MA Starc,1,3
SV Samson,MC Henriques,3,5
SV Samson,MG Johnson,16,12
SV Samson,MJ McClenaghan,5,4
SV Samson,MJ Santner,0,2
SV Samson,MM Sharma,17,20
SV Samson,MP Stoinis,2,2
SV Samson,Mohammed Shami,5,3
SV Samson,Mohammed Siraj,15,7
SV Samson,Mujeeb Ur Rahman,4,6
SV Samson,Mustafizur Rahman,5,4
SV Samson,NA Saini,1,1
SV Samson,NLTC Perera,11,8
SV Samson,NM Coulter-Nile,24,15
SV Samson,P Awana,5,3
SV Samson,P Kumar,5,8
SV Samson,P Suyal,12,7
SV Samson,PJ Cummins,4,5
SV Samson,PJ Sangwan,13,8
SV Samson,PP Chawla,2,3
SV Samson,PP Ojha,10,8
SV Samson,Parvez Rasool,4,5
SV Samson,R Ashwin,0,2
SV Samson,R Dhawan,10,6
SV Samson,R Rampaul,2,3
SV Samson,R Vinay Kumar,36,31
SV Samson,RA Jadeja,1,1
SV Samson,RD Chahar,4,1
SV Samson,Rashid Khan,10,6
SV Samson,Ravi Bishnoi,11,7
SV Samson,S Aravind,5,5
SV Samson,S Kaul,17,12
SV Samson,SL Malinga,6,5
SV Samson,SM Boland,8,7
SV Samson,SM Curran,13,5
SV Samson,SMSM Senanayake,2,2
SV Samson,SN Thakur,5,11
SV Samson,SP Narine,11,18
SV Samson,SR Watson,3,7
SV Samson,SS Cottrell,11,5
SV Samson,Sandeep Sharma,29,39
SV Samson,Shakib Al Hasan,7,6
SV Samson,Shivam Mavi,5,8
SV Samson,T Natarajan,1,13
SV Samson,TA Boult,16,13
SV Samson,TG Southee,2,3
SV Samson,UT Yadav,33,14
SV Samson,V Shankar,2,2
SV Samson,VR Aaron,1,1
SV Samson,WD Parnell,8,8
SV Samson,YS Chahal,0,2
SW Billings,AB Dinda,6,5
SW Billings,AD Russell,0,1
SW Billings,AJ Tye,2,3
SW Billings,AR Patel,3,3
SW Billings,AS Rajpoot,0,1
SW Billings,B Kumar,1,4
SW Billings,B Stanlake,9,6
SW Billings,BA Stokes,1,1
SW Billings,CR Woakes,3,3
SW Billings,DL Chahar,16,8
SW Billings,Iqbal Abdulla,4,3
SW Billings,Kuldeep Yadav,7,3
SW Billings,MM Sharma,10,7
SW Billings,Mohammed Siraj,12,5
SW Billings,Mujeeb Ur Rahman,5,2
SW Billings,NM Coulter-Nile,1,1
SW Billings,SP Narine,5,7
SW Billings,Sandeep Sharma,5,8
SW Billings,TS Mills,1,1
SW Billings,UT Yadav,10,7
SW Billings,VR Aaron,13,5
SW Billings,YS Chahal,2,4
Sachin Baby,DS Kulkarni,0,2
Sachin Baby,RA Jadeja,0,1
Salman Butt,A Nehra,7,7
Salman Butt,GD McGrath,7,8
Salman Butt,IK Pathan,11,8
Salman Butt,M Ntini,13,10
Salman Butt,MM Patel,9,4
Salman Butt,MS Gony,11,10
Salman Butt,PJ Sangwan,13,11
Salman Butt,S Sreesanth,14,12
Salman Butt,SM Pollock,8,8
Salman Butt,SR Watson,14,15
Salman Butt,Sohail Tanvir,4,7
Salman Butt,VY Mahesh,1,2
Salman Butt,WPUJC Vaas,4,4
Shahid Afridi,DJ Bravo,0,1
Shahid Afridi,GD McGrath,14,5
Shahid Afridi,MF Maharoof,8,4
Shahid Afridi,Mohammad Asif,12,4
Shahid Afridi,YK Pathan,10,4
Shakib Al Hasan,BB Sran,10,6
Shakib Al Hasan,DL Chahar,5,5
Shakib Al Hasan,DR Smith,1,2
Shakib Al Hasan,DS Kulkarni,0,3
Shakib Al Hasan,HH Pandya,1,2
Shakib Al Hasan,JA Morkel,0,1
Shakib Al Hasan,MJ McClenaghan,1,2
Shakib Al Hasan,NLTC Perera,1,2
Shakib Al Hasan,R Ashwin,2,4
Shakib Al Hasan,RA Jadeja,0,1
Shakib Al Hasan,SN Thakur,5,3
Shakib Al Hasan,SR Watson,11,5
Shoaib Malik,B Lee,5,3
Shoaib Malik,IK Pathan,3,3
Shoaib Malik,S Sreesanth,6,3
Shoaib Malik,VRV Singh,5,5
Shubman Gill,A Nortje,13,8
Shubman Gill,AJ Tye,5,3
Shubman Gill,AR Patel,1,3
Shubman Gill,AS Rajpoot,14,6
Shubman Gill,Arshdeep Singh,15,14
Shubman Gill,Avesh Khan,5,5
Shubman Gill,B Kumar,13,10
Shubman Gill,BA Stokes,4,4
Shubman Gill,BB Sran,14,6
Shubman Gill,Basil Thampi,15,8
Shubman Gill,CH Morris,13,12
Shubman Gill,CJ Jordan,4,6
Shubman Gill,DL Chahar,22,11
Shubman Gill,DW Steyn,7,5
Shubman Gill,GJ Maxwell,2,2
Shubman Gill,HH Pandya,0,1
Shubman Gill,HV Patel,3,3
Shubman Gill,I Sharma,15,9
Shubman Gill,JC Archer,3,7
Shubman Gill,JD Unadkat,3,5
Shubman Gill,JJ Bumrah,7,11
Shubman Gill,JL Pattinson,1,1
Shubman Gill,K Rabada,1,3
Shubman Gill,KH Pandya,6,8
Shubman Gill,KK Ahmed,17,13
Shubman Gill,L Ngidi,1,3
Shubman Gill,MJ McClenaghan,10,10
Shubman Gill,MJ Santner,1,1
Shubman Gill,MP Stoinis,6,3
Shubman Gill,Mohammad Nabi,0,2
Shubman Gill,Mohammed Shami,29,22
Shubman Gill,Mohammed Siraj,12,4
Shubman Gill,NA Saini,9,15
Shubman Gill,NM Coulter-Nile,12,8
Shubman Gill,O Thomas,7,5
Shubman Gill,R Ashwin,2,2
Shubman Gill,RA Jadeja,1,1
Shubman Gill,S Gopal,9,3
Shubman Gill,SL Malinga,11,9
Shubman Gill,SM Curran,11,9
Shubman Gill,SN Thakur,1,3
Shubman Gill,SR Watson,12,6
Shubman Gill,Sandeep Sharma,7,13
Shubman Gill,T Natarajan,15,9
Shubman Gill,TA Boult,9,16
Shubman Gill,TK Curran,2,2
Shubman Gill,TU Deshpande,8,6
Shubman Gill,VR Aaron,25,18
Shubman Gill,Washington Sundar,2,2
Sohail Tanvir,AB Agarkar,11,3
Sohail Tanvir,AB Dinda,1,2
Sohail Tanvir,I Sharma,1,1
Sohail Tanvir,Umar Gul,0,2
Sunny Singh,M Kartik,4,2
Sunny Singh,S Aravind,3,2
Sunny Singh,SB Wagh,8,3
Sunny Singh,WD Parnell,0,1
T Banton,CH Morris,2,2
T Banton,Mohammed Siraj,3,9
T Banton,NA Saini,15,11
T Henderson,DW Steyn,0,2
T Henderson,P Kumar,3,6
T Henderson,R Vinay Kumar,0,2
T Kohli,B Geeves,1,3
T Kohli,GD McGrath,7,10
TD Paine,A Mithun,3,4
TD Paine,AG Murtaza,1,3
TD Paine,AN Ahmed,1,1
TD Paine,MM Patel,0,2
TD Paine,S Aravind,5,10
TD Paine,SL Malinga,1,3
TD Paine,Z Khan,4,6
TL Suman,A Kumble,2,3
TL Suman,A Nehra,6,4
TL Suman,A Singh,3,6
TL Suman,AA Chavan,9,8
TL Suman,Ankit Sharma,1,5
TL Suman,Azhar Mahmood,1,3
TL Suman,B Lee,5,3
TL Suman,DE Bollinger,4,4
TL Suman,DJ Bravo,0,2
TL Suman,DP Nannes,2,4
TL Suman,DS Kulkarni,7,7
TL Suman,DW Steyn,5,7
TL Suman,Harbhajan Singh,21,12
TL Suman,I Sharma,1,4
TL Suman,IK Pathan,11,5
TL Suman,Iqbal Abdulla,0,1
TL Suman,J Theron,11,8
TL Suman,JH Kallis,2,7
TL Suman,M Morkel,10,8
TL Suman,MC Henriques,5,5
TL Suman,MG Johnson,9,3
TL Suman,MM Patel,3,5
TL Suman,MM Sharma,0,1
TL Suman,P Kumar,21,16
TL Suman,PJ Sangwan,2,5
TL Suman,R Ashwin,3,2
TL Suman,R Vinay Kumar,4,6
TL Suman,RJ Harris,0,8
TL Suman,RP Singh,2,3
TL Suman,RR Powar,0,1
TL Suman,S Sreesanth,7,5
TL Suman,SB Jakati,1,4
TL Suman,SJ Srivastava,8,7
TL Suman,SK Trivedi,10,5
TL Suman,SL Malinga,6,4
TL Suman,SR Watson,4,2
TL Suman,UT Yadav,0,1
TL Suman,YK Pathan,6,1
TM Dilshan,A Chandila,8,8
TM Dilshan,A Flintoff,11,4
TM Dilshan,A Nehra,1,1
TM Dilshan,A Singh,3,4
TM Dilshan,A Symonds,6,5
TM Dilshan,AB Dinda,7,15
TM Dilshan,AC Thomas,10,12
TM Dilshan,AD Mascarenhas,5,6
TM Dilshan,AG Murtaza,2,3
TM Dilshan,Anand Rajan,5,2
TM Dilshan,B Kumar,12,21
TM Dilshan,B Lee,0,2
TM Dilshan,DE Bollinger,0,1
TM Dilshan,DS Kulkarni,1,5
TM Dilshan,DW Steyn,18,24
TM Dilshan,GH Vihari,3,2
TM Dilshan,Harmeet Singh,4,4
TM Dilshan,I Sharma,7,8
TM Dilshan,IK Pathan,10,5
TM Dilshan,J Botha,15,7
TM Dilshan,JA Morkel,13,6
TM Dilshan,JD Unadkat,4,4
TM Dilshan,JE Taylor,12,10
TM Dilshan,JP Faulkner,10,10
TM Dilshan,Joginder Sharma,5,5
TM Dilshan,K Upadhyay,2,2
TM Dilshan,KA Pollard,3,5
TM Dilshan,KK Cooper,1,1
TM Dilshan,Kamran Khan,2,2
TM Dilshan,L Balaji,21,19
TM Dilshan,MG Johnson,6,11
TM Dilshan,MM Patel,15,27
TM Dilshan,MR Marsh,5,4
TM Dilshan,MS Gony,10,6
TM Dilshan,P Kumar,8,5
TM Dilshan,PP Chawla,5,5
TM Dilshan,PP Ojha,8,6
TM Dilshan,Pankaj Singh,28,15
TM Dilshan,R Ashwin,1,1
TM Dilshan,R McLaren,0,1
TM Dilshan,R Vinay Kumar,10,6
TM Dilshan,RJ Harris,9,4
TM Dilshan,RP Singh,34,38
TM Dilshan,RR Powar,20,6
TM Dilshan,S Dhawan,10,5
TM Dilshan,S Sreesanth,14,14
TM Dilshan,S Tyagi,8,7
TM Dilshan,SK Trivedi,13,8
TM Dilshan,SL Malinga,26,27
TM Dilshan,SR Watson,13,10
TM Dilshan,SW Tait,6,4
TM Dilshan,Shakib Al Hasan,6,3
TM Dilshan,Shoaib Ahmed,24,6
TM Dilshan,Shoaib Akhtar,4,3
TM Dilshan,V Pratap Singh,14,8
TM Dilshan,VR Aaron,0,2
TM Dilshan,WPUJC Vaas,11,7
TM Dilshan,YK Pathan,9,9
TM Dilshan,Z Khan,8,5
TM Head,AJ Tye,0,1
TM Head,DL Chahar,2,4
TM Head,JD Unadkat,0,1
TM Head,JJ Bumrah,2,2
TM Head,KV Sharma,0,2
TM Head,Rashid Khan,2,2
TM Head,SP Narine,0,2
TM Head,UT Yadav,4,3
UA Birla,JH Kallis,1,2
UA Birla,L Balaji,1,2
UA Birla,SP Narine,4,5
UBT Chand,A Singh,0,6
UBT Chand,AB Dinda,4,5
UBT Chand,Azhar Mahmood,1,4
UBT Chand,B Kumar,0,2
UBT Chand,B Lee,0,1
UBT Chand,D Wiese,1,1
UBT Chand,DJ Muthuswami,2,3
UBT Chand,DS Kulkarni,1,4
UBT Chand,DW Steyn,4,2
UBT Chand,Harbhajan Singh,0,1
UBT Chand,I Sharma,8,7
UBT Chand,JD Unadkat,7,7
UBT Chand,JH Kallis,4,2
UBT Chand,JJ Bumrah,1,4
UBT Chand,JO Holder,1,2
UBT Chand,K Santokie,2,3
UBT Chand,L Balaji,0,2
UBT Chand,MM Sharma,17,15
UBT Chand,NLTC Perera,0,4
UBT Chand,P Awana,6,6
UBT Chand,P Kumar,14,14
UBT Chand,PP Ojha,0,3
UBT Chand,R Vinay Kumar,12,7
UBT Chand,RJ Harris,1,2
UBT Chand,S Badree,15,11
UBT Chand,S Sreesanth,10,9
UBT Chand,SL Malinga,0,2
UBT Chand,SP Narine,1,1
UBT Chand,SR Watson,2,4
UBT Chand,SW Tait,1,1
UBT Chand,Sandeep Sharma,0,1
UBT Chand,TG Southee,4,6
UBT Chand,TM Dilshan,2,2
UBT Chand,Z Khan,10,5
UT Khawaja,A Nehra,9,5
UT Khawaja,AD Russell,10,5
UT Khawaja,B Kumar,2,3
UT Khawaja,CH Morris,0,3
UT Khawaja,CR Brathwaite,6,5
UT Khawaja,J Yadav,11,7
UT Khawaja,KJ Abbott,2,2
UT Khawaja,M Morkel,11,10
UT Khawaja,MM Sharma,11,7
UT Khawaja,Mohammed Shami,8,5
UT Khawaja,NM Coulter-Nile,6,3
UT Khawaja,Parvez Rasool,12,5
UT Khawaja,STR Binny,4,1
UT Khawaja,Sandeep Sharma,4,6
UT Khawaja,Shakib Al Hasan,1,2
UT Khawaja,Z Khan,16,10
V Kohli,A Chandila,6,6
V Kohli,A Nehra,42,39
V Kohli,A Nortje,6,6
V Kohli,A Singh,12,6
V Kohli,AB Dinda,28,23
V Kohli,AD Mathews,1,2
V Kohli,AD Russell,15,13
V Kohli,AJ Tye,25,21
V Kohli,AR Patel,24,17
V Kohli,AS Rajpoot,20,9
V Kohli,Ankit Sharma,7,7
V Kohli,Anureet Singh,24,13
V Kohli,Arshdeep Singh,10,4
V Kohli,B Kumar,49,42
V Kohli,B Lee,17,16
V Kohli,BA Stokes,15,8
V Kohli,BCJ Cutting,2,3
V Kohli,BE Hendricks,3,4
V Kohli,Basil Thampi,16,16
V Kohli,CH Morris,50,38
V Kohli,CJ Dala,17,7
V Kohli,CR Woakes,1,1
V Kohli,DE Bollinger,20,16
V Kohli,DJ Bravo,18,14
V Kohli,DJ Willey,2,4
V Kohli,DL Chahar,41,32
V Kohli,DS Kulkarni,70,59
V Kohli,DT Christian,4,6
V Kohli,DW Steyn,13,15
V Kohli,GB Hogg,2,2
V Kohli,GH Vihari,2,3
